set_id,ver_id,url,status,path,,,,
0,228,https://www.youtube.com/watch?v=VKDtb-l-9ZQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/228.wav,,,,
0,227,https://www.youtube.com/watch?v=UrBCOEjnBP8,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/227.wav,,,,
0,230,https://www.youtube.com/watch?v=6I31lzVYmR8,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/230.wav,,,,
0,229,https://www.youtube.com/watch?v=EedWElRr_vg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/229.wav,,,,
0,231,https://www.youtube.com/watch?v=KkdYMzg7T0g,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/231.wav,,,,
0,226,https://www.youtube.com/watch?v=GBzV1b1hR5U,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/226.wav,,,,
0,232,https://www.youtube.com/watch?v=-xqNMbD4kQc,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/232.wav,,,,
0,234,https://www.youtube.com/watch?v=PyrOkelXvts,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/234.wav,,,,
0,236,https://www.youtube.com/watch?v=aVj5996N3Lw,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/236.wav,,,,
0,233,https://www.youtube.com/watch?v=QAozVRvEt8U,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/233.wav,,,,
0,237,https://www.youtube.com/watch?v=t-tnWiLf_ZA,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/237.wav,,,,
0,235,https://www.youtube.com/watch?v=Wviz4FJ0bPA,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/235.wav,,,,
0,238,https://www.youtube.com/watch?v=p4toTqCwDbw,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/238.wav,,,,
0,239,https://www.youtube.com/watch?v=RGYRloj39zE,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/239.wav,,,,
0,240,https://www.youtube.com/watch?v=BBUlozdu3Yk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/240.wav,,,,
0,241,https://www.youtube.com/watch?v=h0tD5L8Ky64,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/241.wav,,,,
0,243,https://www.youtube.com/watch?v=dA6Co2eGanM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/243.wav,,,,
0,246,https://www.youtube.com/watch?v=wP3eDT5NZyo,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/246.wav,,,,
0,244,https://www.youtube.com/watch?v=UkKo-jXl2CQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/244.wav,,,,
0,247,https://www.youtube.com/watch?v=C4TFgTY1gL0,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/247.wav,,,,
0,249,https://www.youtube.com/watch?v=hzkyiWa1nRM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/249.wav,,,,
0,252,https://www.youtube.com/watch?v=nk-nu4DNEAA,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/252.wav,,,,
0,251,https://www.youtube.com/watch?v=L5xafQXg1yI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/251.wav,,,,
0,250,https://www.youtube.com/watch?v=9wGPNWifFQQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/250.wav,,,,
0,248,https://www.youtube.com/watch?v=SMTMaufwOSk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/248.wav,,,,
0,253,https://www.youtube.com/watch?v=fsHJhA8YJHc,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/253.wav,,,,
0,255,https://www.youtube.com/watch?v=RAO50k7mi7Q,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/255.wav,,,,
0,257,https://www.youtube.com/watch?v=W8cNqHtnAR8,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/257.wav,,,,
0,258,https://www.youtube.com/watch?v=1tEtEk-4RlQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/258.wav,,,,
0,260,https://www.youtube.com/watch?v=7gwl29diADw,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/260.wav,,,,
0,259,https://www.youtube.com/watch?v=3pxbr9GXZoI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/259.wav,,,,
0,263,https://www.youtube.com/watch?v=ra5qaDnPs4I,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/263.wav,,,,
0,256,https://www.youtube.com/watch?v=yBU1f6wncYQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/256.wav,,,,
0,264,https://www.youtube.com/watch?v=EuEyhTct3Og,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/264.wav,,,,
0,265,https://www.youtube.com/watch?v=Wi7-hCvwMm4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/265.wav,,,,
0,268,https://www.youtube.com/watch?v=5GdMQU2nprI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/268.wav,,,,
0,262,https://www.youtube.com/watch?v=wrR3AsAl3Yk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/262.wav,,,,
0,269,https://www.youtube.com/watch?v=UHdQlKY0P78,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/269.wav,,,,
0,271,https://www.youtube.com/watch?v=wAklLKIGtek,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/271.wav,,,,
0,270,https://www.youtube.com/watch?v=5bd-9Ocm2pI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/270.wav,,,,
0,274,https://www.youtube.com/watch?v=R_uBCvNKz6I,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/274.wav,,,,
0,267,https://www.youtube.com/watch?v=b4yfJccwu2g,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/267.wav,,,,
0,273,https://www.youtube.com/watch?v=m-a6hAuLc4s,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/273.wav,,,,
0,278,https://www.youtube.com/watch?v=1Vlrh8V2J6Y,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/278.wav,,,,
0,276,https://www.youtube.com/watch?v=ZpnnBHYAhJs,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/276.wav,,,,
0,279,https://www.youtube.com/watch?v=PWeB6kmC6DU,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/279.wav,,,,
0,280,https://www.youtube.com/watch?v=NURO5MJw868,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/280.wav,,,,
0,286,https://www.youtube.com/watch?v=ityDeb6qZs4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/286.wav,,,,
0,284,https://www.youtube.com/watch?v=fCaN2irGItA,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/284.wav,,,,
0,289,https://www.youtube.com/watch?v=pkoXNPwBOes,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/289.wav,,,,
0,283,https://www.youtube.com/watch?v=TKndXzvOfVQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/283.wav,,,,
0,293,https://www.youtube.com/watch?v=l6iI66M69IQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/293.wav,,,,
0,292,https://www.youtube.com/watch?v=rZ0STinfrXg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/292.wav,,,,
0,295,https://www.youtube.com/watch?v=BAqD17wrLMg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/295.wav,,,,
0,294,https://www.youtube.com/watch?v=TzFaBJzYPVo,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/294.wav,,,,
0,296,https://www.youtube.com/watch?v=eDaHIWbRrE4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/296.wav,,,,
0,297,https://www.youtube.com/watch?v=wjv_TqXgvh0,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/297.wav,,,,
0,299,https://www.youtube.com/watch?v=GNd1wI3nlxM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/299.wav,,,,
0,300,https://www.youtube.com/watch?v=gNRVQnz6jps,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/300.wav,,,,
0,301,https://www.youtube.com/watch?v=1ZrL6_5Tbjs,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/301.wav,,,,
0,302,https://www.youtube.com/watch?v=bQXk-0C-wVM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/302.wav,,,,
0,304,https://www.youtube.com/watch?v=MmLf9zd22WM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/304.wav,,,,
0,306,https://www.youtube.com/watch?v=dmiKxNDxhac,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/306.wav,,,,
0,310,https://www.youtube.com/watch?v=4yAEsJjb2eo,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/310.wav,,,,
0,307,https://www.youtube.com/watch?v=ufGwkTwHo6Y,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/307.wav,,,,
0,312,https://www.youtube.com/watch?v=0UxUgoCMTGI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/312.wav,,,,
0,311,https://www.youtube.com/watch?v=HZkT4sxZ2Og,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/311.wav,,,,
0,314,https://www.youtube.com/watch?v=fGEDiCh8V-E,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/314.wav,,,,
0,315,https://www.youtube.com/watch?v=ZqcF5qvf-qg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/315.wav,,,,
0,324,https://www.youtube.com/watch?v=9HZfcvPyy3E,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/324.wav,,,,
0,326,https://www.youtube.com/watch?v=4PNdzq1qKoM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/326.wav,,,,
0,329,https://www.youtube.com/watch?v=hDcs14XUGsw,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/329.wav,,,,
0,330,https://www.youtube.com/watch?v=TR4cmuJ2wC4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/330.wav,,,,
0,332,https://www.youtube.com/watch?v=WR1bOE3Fszo,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/332.wav,,,,
0,335,https://www.youtube.com/watch?v=782b9wUlhXk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/335.wav,,,,
0,337,https://www.youtube.com/watch?v=gSK2Za0FFPU,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/337.wav,,,,
0,336,https://www.youtube.com/watch?v=HrF8dODjoTI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/336.wav,,,,
0,340,https://www.youtube.com/watch?v=htS3HcGbhWw,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/340.wav,,,,
0,338,https://www.youtube.com/watch?v=iQCrjxEj9No,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/338.wav,,,,
0,341,https://www.youtube.com/watch?v=nuaVgJFbOBs,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/341.wav,,,,
0,344,https://www.youtube.com/watch?v=fNO4eY4TV1M,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/344.wav,,,,
0,346,https://www.youtube.com/watch?v=J0A9_V6Oi3w,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/346.wav,,,,
0,348,https://www.youtube.com/watch?v=rjCQiSyYPts,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/348.wav,,,,
0,345,https://www.youtube.com/watch?v=iW7Udh7NFbk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/345.wav,,,,
0,343,https://www.youtube.com/watch?v=DfXE25Xn9ws,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/343.wav,,,,
0,354,https://www.youtube.com/watch?v=qvAOr7PVYis,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/354.wav,,,,
0,359,https://www.youtube.com/watch?v=B5zvT7eBJOg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/359.wav,,,,
0,357,https://www.youtube.com/watch?v=awLpNDk4pPs,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/357.wav,,,,
0,358,https://www.youtube.com/watch?v=YUXYQCX3slY,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/358.wav,,,,
0,364,https://www.youtube.com/watch?v=aMwhmTe32T8,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/364.wav,,,,
0,365,https://www.youtube.com/watch?v=S7iBtY0FllY,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/365.wav,,,,
0,363,https://www.youtube.com/watch?v=OKlcIDfH4qs,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/363.wav,,,,
0,366,https://www.youtube.com/watch?v=5jHUGKeQ6AY,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/0/366.wav,,,,
6082,3,https://www.youtube.com/watch?v=r2LadqZqFPg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/6082/3.mp3,,,,
159,14,https://www.youtube.com/watch?v=ED7ZZQ8Vswg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/159/14.mp3,,,,
3943,8,https://www.youtube.com/watch?v=GwqT0ImaJd4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/3943/8.mp3,,,,
6312,8,https://www.youtube.com/watch?v=Z9nW3kOAEk4,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/6312/8.mp3,,,,
2255,8,https://www.youtube.com/watch?v=gNMmElHtifk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/2255/8.mp3,,,,
1175,16,https://www.youtube.com/watch?v=tmXf_TIyuto,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1175/16.mp3,,,,
475,40,https://www.youtube.com/watch?v=H7ARpAXBeIU,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/475/40.mp3,,,,
475,9,https://www.youtube.com/watch?v=u-wjZvwG6t0,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/475/9.mp3,,,,
1138,26,https://www.youtube.com/watch?v=4mxubJro1tA,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1138/26.mp3,,,,
7963,2,https://www.youtube.com/watch?v=rngnGLCNceM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/7963/2.mp3,,,,
2943,1,https://www.youtube.com/watch?v=O2qpXrDh1iM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/2943/1.mp3,,,,
702,25,https://www.youtube.com/watch?v=4Iz66WeQAkQ,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/702/25.mp3,,,,
2194,5,https://www.youtube.com/watch?v=lQJJzsMcUEc,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/2194/5.mp3,,,,
5,90,https://www.youtube.com/watch?v=XP6DPLdakdk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5/90.mp3,,,,
5,144,https://www.youtube.com/watch?v=LuNUH_VOfdI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5/144.mp3,,,,
5,164,https://www.youtube.com/watch?v=aiR5dC6Sw84,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5/164.mp3,,,,
2009,5,https://www.youtube.com/watch?v=j2fUOVADL78,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/2009/5.mp3,,,,
5227,3,https://www.youtube.com/watch?v=19CZgDCibSE,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5227/3.mp3,,,,
550,9,https://www.youtube.com/watch?v=1FJk1j5hy3E,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/550/9.mp3,,,,
1277,22,https://www.youtube.com/watch?v=ZWErwktoXHg,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1277/22.mp3,,,,
12,67,https://www.youtube.com/watch?v=SABWU6im1do,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/12/67.mp3,,,,
12,25,https://www.youtube.com/watch?v=uiDoh2GwAQI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/12/25.mp3,,,,
3244,3,https://www.youtube.com/watch?v=QcriNmPyY-Q,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/3244/3.mp3,,,,
4861,4,https://www.youtube.com/watch?v=bXO7Lm1m8BM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/4861/4.mp3,,,,
3249,4,https://www.youtube.com/watch?v=VeO-Z9yJkF8,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/3249/4.mp3,,,,
6375,8,https://www.youtube.com/watch?v=at1EkSLYkp0,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/6375/8.mp3,,,,
5298,4,https://www.youtube.com/watch?v=RhKaOjSqYEo,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5298/4.mp3,,,,
209,29,https://www.youtube.com/watch?v=NoFso7eTfeE,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/209/29.mp3,,,,
209,27,https://www.youtube.com/watch?v=CcNPiJupxbI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/209/27.mp3,,,,
4618,2,https://www.youtube.com/watch?v=CMT_AfOK6fE,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/4618/2.mp3,,,,
1447,6,https://www.youtube.com/watch?v=JjfzAP6HBZE,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1447/6.mp3,,,,
5357,7,https://www.youtube.com/watch?v=GCjzr84t0pM,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/5357/7.mp3,,,,
1345,2,https://www.youtube.com/watch?v=GhqVqNZDcCI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1345/2.mp3,,,,
3660,2,https://www.youtube.com/watch?v=inIx7Q0JETI,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/3660/2.mp3,,,,
1249,25,https://www.youtube.com/watch?v=gIAysrjkJVk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/1249/25.mp3,,,,
361,65,https://www.youtube.com/watch?v=WJoa9q4xwgk,exists,/content/drive/MyDrive/CQTNet/crawl_data/data/361/65.mp3,,,,
